Code,Year,Access to electricity (% of population)
SGP,2015,100
SGP,2016,100
SGP,2017,100
SGP,2018,100
SGP,2019,100
SGP,2020,100
SXM,1990,100
SXM,1991,100
SXM,1992,100
SXM,1993,100
SXM,1994,100
SXM,1995,100
SXM,1996,100
SXM,1997,100
SXM,1998,100
SXM,1999,100
SXM,2000,100
SXM,2001,100
SXM,2002,100
SXM,2003,100
SXM,2004,100
SXM,2005,100
SXM,2006,100
SXM,2007,9.99974E+15
SXM,2008,9.99841E+15
SXM,2009,9.99549E+15
SXM,2010,100
SXM,2011,100
SXM,2012,100
SXM,2013,100
SXM,2014,100
SXM,2015,100
SXM,2016,100
SXM,2017,100
SXM,2018,100
SXM,2019,100
SXM,2020,100
SVK,1990,100
SVK,1991,100
SVK,1992,100
SVK,1993,100
SVK,1994,100
SVK,1995,100
SVK,1996,100
SVK,1997,100
SVK,1998,100
SVK,1999,100
SVK,2000,100
SVK,2001,100
SVK,2002,100
SVK,2003,100
SVK,2004,100
SVK,2005,100
SVK,2006,100
SVK,2007,100
SVK,2008,100
SVK,2009,100
SVK,2010,100
SVK,2011,100
SVK,2012,100
SVK,2013,100
SVK,2014,100
SVK,2015,100
SVK,2016,100
SVK,2017,100
SVK,2018,100
SVK,2019,100
SVK,2020,100
SVN,1990,100
SVN,1991,100
SVN,1992,100
SVN,1993,100
SVN,1994,100
SVN,1995,100
SVN,1996,100
SVN,1997,100
SVN,1998,100
SVN,1999,100
SVN,2000,100
SVN,2001,100
SVN,2002,100
SVN,2003,100
SVN,2004,100
SVN,2005,100
SVN,2006,100
SVN,2007,100
SVN,2008,100
SVN,2009,100
SVN,2010,100
SVN,2011,100
SVN,2012,100
SVN,2013,100
SVN,2014,100
SVN,2015,100
SVN,2016,100
SVN,2017,100
SVN,2018,100
SVN,2019,100
SVN,2020,100
SLB,1999,1.57E+16
SLB,2000,4.51703E+15
SLB,2001,7.47524E+15
SLB,2002,1.04259E+16
SLB,2003,1.33712E+16
SLB,2004,1.63137E+15
SLB,2005,1.92557E+15
SLB,2006,1.44E+16
SLB,2007,1.29E+16
SLB,2008,2.81035E+16
SLB,2009,2.12E+16
SLB,2010,3.47748E+15
SLB,2011,3.868E+15
SLB,2012,4.25742E+15
SLB,2013,4.47E+15
SLB,2014,5.03068E+16
SLB,2015,5.51E+16
SLB,2016,5.83272E+15
SLB,2017,6.29E+16
SLB,2018,6.61798E+15
SLB,2019,6.98094E+15
SLB,2020,7.33465E+15
SOM,2000,1.8925E+16
SOM,2001,4.50462E+15
SOM,2002,7.4E+15
SOM,2003,9.70844E+15
SOM,2004,1.23048E+16
SOM,2005,1.49007E+16
SOM,2006,1.52338E+16
SOM,2007,2.01007E+16
SOM,2008,2.27102E+16
SOM,2009,2.53297E+16
SOM,2010,5.21633E+15
SOM,2011,5.19681E+15
SOM,2012,5.17619E+15
SOM,2013,5.15338E+16
SOM,2014,5.12936E+16
SOM,2015,5.11349E+15
SOM,2016,5.11132E+15
SOM,2017,5.21E+16
SOM,2018,5.0765E+16
SOM,2019,4.92E+15
SOM,2020,4.97309E+15
ZAF,1996,5.76E+16
ZAF,1997,6.94834E+15
ZAF,1998,6.49E+14
ZAF,1999,7.13318E+13
ZAF,2000,7.22825E+15
ZAF,2001,7.02E+15
ZAF,2002,7.67E+15
ZAF,2003,7.88E+15
ZAF,2004,8.09E+14
ZAF,2005,8.08E+15
ZAF,2006,8.07E+15
ZAF,2007,82
ZAF,2008,8.19E+14
ZAF,2009,8.26E+14
ZAF,2010,8.29E+14
ZAF,2011,8.36E+14
ZAF,2012,8.53E+15
ZAF,2013,8.52E+15
ZAF,2014,8.59E+14
ZAF,2015,8.53E+15
ZAF,2016,8.39E+14
ZAF,2017,8.44E+14
ZAF,2018,8.47E+15
ZAF,2019,85
ZAF,2020,8.43855E+15
,1993,4.68399E+16
,1994,4.64014E+16
,1995,4.78792E+15
,1996,4.89721E+15
,1997,5.04922E+15
,1998,5.42743E+15
,1999,5.76599E+15
,2000,5.62402E+15
,2001,5.41723E+16
,2002,5.98544E+16
,2003,6.14885E+15
,2004,6.1816E+16
,2005,6.4813E+14
,2006,6.58587E+15
,2007,6.80285E+15
,2008,7.03285E+15
,2009,7.2363E+15
,2010,73189453125
,2011,6.70536E+15
,2012,7.74894E+15
,2013,7.87141E+15
,2014,8.07598E+15
,2015,8.4609E+14
,2016,8.62991E+15
,2017,8.93999E+15
,2018,9.2713E+14
,2019,9.40436E+15
,2020,9.57843E+15
KOR,1990,9.98828E+15
KOR,1991,9.99127E+15
KOR,1992,9.99422E+15
KOR,1993,9.99694E+15
KOR,1994,9.99891E+15
KOR,1995,100
KOR,1996,100
KOR,1997,100
KOR,1998,100
KOR,1999,100
KOR,2000,100
KOR,2001,100
KOR,2002,100
KOR,2003,100
KOR,2004,100
KOR,2005,100
KOR,2006,100
KOR,2007,100
KOR,2008,100
KOR,2009,100
KOR,2010,100
KOR,2011,100
KOR,2012,100
KOR,2013,100
KOR,2014,100
KOR,2015,100
KOR,2016,100
KOR,2017,100
KOR,2018,100
KOR,2019,100
KOR,2020,100
SSD,2006,6.43132E+15
SSD,2007,1.03156E+15
SSD,2008,1.42722E+15
SSD,2009,3
SSD,2010,15
SSD,2011,2.68468E+16
SSD,2012,3.13636E+16
SSD,2013,3.60787E+15
SSD,2014,4.09718E+15
SSD,2015,4.60134E+15
SSD,2016,5.11737E+15
SSD,2017,4.2E+15
SSD,2018,6.17317E+16
SSD,2019,6.70701E+15
SSD,2020,7.24134E+14
ESP,1990,100
ESP,1991,100
ESP,1992,100
ESP,1993,100
ESP,1994,100
ESP,1995,100
ESP,1996,100
ESP,1997,100
ESP,1998,100
ESP,1999,100
ESP,2000,100
ESP,2001,100
ESP,2002,100
ESP,2003,100
ESP,2004,100
ESP,2005,100
ESP,2006,100
ESP,2007,100
ESP,2008,100
ESP,2009,100
ESP,2010,100
ESP,2011,100
ESP,2012,100
ESP,2013,100
ESP,2014,100
ESP,2015,100
ESP,2016,100
ESP,2017,100
ESP,2018,100
ESP,2019,100
ESP,2020,100
LKA,2000,7.02628E+15
LKA,2001,6.36E+16
LKA,2002,8.07E+15
LKA,2003,7.49988E+15
LKA,2004,7.65686E+14
LKA,2005,7.81378E+15
LKA,2006,8.205E+15
LKA,2007,80
LKA,2008,8.28674E+15
LKA,2009,8.709E+15
LKA,2010,8.53E+15
LKA,2011,8.776E+15
LKA,2012,87
LKA,2013,9.02E+15
LKA,2014,9.26605E+15
LKA,2015,9.43519E+15
LKA,2016,975
LKA,2017,975
LKA,2018,9.95649E+15
LKA,2019,9.97586E+14
LKA,2020,100
,1996,2.82865E+16
,1997,2.8193E+16
,1998,2.84204E+15
,1999,2.99574E+16
,2000,2.55719E+16
,2001,2.60771E+16
,2002,2.72672E+15
,2003,2.94967E+16
,2004,2.93397E+15
,2005,2.92895E+16
,2006,3.07959E+15
,2007,3.24171E+15
,2008,3.23082E+15
,2009,3.24872E+15
,2010,3.33025E+16
,2011,3.58763E+16
,2012,3.68162E+15
,2013,3.79479E+16
,2014,3.82935E+15
,2015,3.90737E+15
,2016,4.37513E+16
,2017,4.37316E+15
,2018,4.63707E+15
,2019,4.71048E+15
,2020,4.83511E+16
SDN,1990,3.28E+15
SDN,1991,2.69193E+16
SDN,1992,2.74086E+16
SDN,1993,2.78973E+16
SDN,1994,2.83845E+15
SDN,1995,2.88698E+16
SDN,1996,2.93523E+15
SDN,1997,2.98315E+16
SDN,1998,3.03065E+16
SDN,1999,3.07768E+16
SDN,2000,23
SDN,2001,2.92552E+16
SDN,2002,2.95256E+16
SDN,2003,2.97906E+15
SDN,2004,3.00524E+16
SDN,2005,3.03133E+15
SDN,2006,3.05758E+15
SDN,2007,3.08424E+15
SDN,2008,1.997E+16
SDN,2009,29
SDN,2010,3.80398E+15
SDN,2011,3.98208E+16
SDN,2012,4.1592E+15
SDN,2013,4.33435E+14
SDN,2014,4.49E+16
SDN,2015,4.69031E+16
SDN,2016,4.88494E+16
SDN,2017,5.07547E+15
SDN,2018,5.2447E+15
SDN,2019,5.39625E+15
SDN,2020,5.53897E+15
SUR,1999,9.96241E+15
SUR,2000,9.54944E+15
SUR,2001,9.53974E+15
SUR,2002,9.52928E+15
SUR,2003,9.5183E+14
SUR,2004,950703125
SUR,2005,9.49571E+15
SUR,2006,9.10198E+15
SUR,2007,9.47389E+15
SUR,2008,9.46393E+15
SUR,2009,9.45496E+15
SUR,2010,9.11975E+15
SUR,2011,9.44109E+15
SUR,2012,9.43673E+15
SUR,2013,9.43436E+15
SUR,2014,9.43376E+15
SUR,2015,9.48952E+15
SUR,2016,9.58163E+15
SUR,2017,9.66963E+15
SUR,2018,9.74E+14
SUR,2019,9.78254E+14
SUR,2020,9.82048E+15
SWE,1990,100
SWE,1991,100
SWE,1992,100
SWE,1993,100
SWE,1994,100
SWE,1995,100
SWE,1996,100
SWE,1997,100
SWE,1998,100
SWE,1999,100
SWE,2000,100
SWE,2001,100
SWE,2002,100
SWE,2003,100
SWE,2004,100
SWE,2005,100
SWE,2006,100
SWE,2007,100
SWE,2008,100
SWE,2009,100
SWE,2010,100
SWE,2011,100
SWE,2012,100
SWE,2013,100
SWE,2014,100
SWE,2015,100
SWE,2016,100
SWE,2017,100
SWE,2018,100
SWE,2019,100
SWE,2020,100
CHE,1990,100
CHE,1991,100
CHE,1992,100
CHE,1993,100
CHE,1994,100
CHE,1995,100
CHE,1996,100
CHE,1997,100
CHE,1998,100
CHE,1999,100
CHE,2000,100
CHE,2001,100
CHE,2002,100
CHE,2003,100
CHE,2004,100
CHE,2005,100
CHE,2006,100
CHE,2007,100
CHE,2008,100
CHE,2009,100
CHE,2010,100
CHE,2011,100
CHE,2012,100
CHE,2013,100
CHE,2014,100
CHE,2015,100
CHE,2016,100
CHE,2017,100
CHE,2018,100
CHE,2019,100
CHE,2020,100
SYR,2000,9.34836E+15
SYR,2001,9.32187E+14
SYR,2002,8.66E+14
SYR,2003,9.26684E+14
SYR,2004,9.23877E+15
SYR,2005,9.21065E+15
SYR,2006,9.95058E+14
SYR,2007,9.15524E+15
SYR,2008,9.12849E+15
SYR,2009,9.10272E+14
SYR,2010,9.27E+15
SYR,2011,9.15147E+15
SYR,2012,9.07932E+14
SYR,2013,9.01494E+15
SYR,2014,8.99755E+15
SYR,2015,8.98164E+14
SYR,2016,8.96692E+15
SYR,2017,8.95309E+15
SYR,2018,86
SYR,2019,8.92692E+15
SYR,2020,8.91403E+15
TJK,1999,97
TJK,2000,9.84677E+15
TJK,2001,9.86331E+15
TJK,2002,99
TJK,2003,100
TJK,2004,9.86271E+15
TJK,2005,9.93E+15
TJK,2006,9.86165E+15
TJK,2007,9.86167E+14
TJK,2008,9.86241E+15
TJK,2009,99
TJK,2010,9.86715E+15
TJK,2011,9.87169E+15
TJK,2012,9.91E+14
TJK,2013,9.88635E+14
TJK,2014,9.89646E+14
TJK,2015,98
TJK,2016,9.92083E+15
TJK,2017,9.93E+15
TJK,2018,9.93E+15
TJK,2019,9.96332E+15
TJK,2020,99779296875
TZA,1992,6.8E+15
TZA,1993,2.33019E+16
TZA,1994,3.30065E+15
TZA,1995,4.26907E+15
TZA,1996,9.4E+15
TZA,1997,6.19707E+15
TZA,1998,7.15529E+15
TZA,1999,8
TZA,2000,8.91673E+15
TZA,2001,9.86101E+15
TZA,2002,1.07977E+16
TZA,2003,1.11E+16
TZA,2004,1.14E+16
TZA,2005,1.35858E+16
TZA,2006,1.45157E+16
TZA,2007,1.54501E+16
TZA,2008,115
TZA,2009,1.12E+16
TZA,2010,1.48E+16
TZA,2011,1.42E+16
TZA,2012,1.53E+16
TZA,2013,1.64E+16
TZA,2014,235
TZA,2015,2.61706E+16
TZA,2016,3.28E+15
TZA,2017,3.22512E+15
TZA,2018,3.5048E+15
TZA,2019,3.76597E+15
TZA,2020,3.99E+16
THA,2000,8.21E+14
THA,2001,9.04514E+15
THA,2002,9.10802E+14
THA,2003,9.17038E+15
THA,2004,9.23245E+15
THA,2005,9.29447E+15
THA,2006,9.91462E+15
THA,2007,9.41934E+15
THA,2008,9.48272E+14
THA,2009,9.896E+15
THA,2010,9.97E+15
THA,2011,9.93518E+15
THA,2012,9.91086E+15
THA,2013,9.94406E+14
THA,2014,9.94619E+15
THA,2015,9.96E+14
THA,2016,9.985E+15
THA,2017,9.99E+14
THA,2018,9.982E+15
THA,2019,9.99E+14
THA,2020,100
TLS,2000,1.75928E+16
TLS,2001,2.56E+16
TLS,2002,2.39636E+16
TLS,2003,2.77E+16
TLS,2004,3.03135E+16
TLS,2005,3.34864E+15
TLS,2006,3.66612E+14
TLS,2007,3.66E+16
TLS,2008,4.30272E+16
TLS,2009,4.62237E+15
TLS,2010,38
TLS,2011,5.26574E+15
TLS,2012,5.59E+15
TLS,2013,5.91624E+16
TLS,2014,6.24426E+15
TLS,2015,6.72815E+15
TLS,2016,765
TLS,2017,7.9779E+15
TLS,2018,8.53814E+15
TLS,2019,9.07987E+15
TLS,2020,9.61233E+14
TGO,1998,1.53E+16
TGO,1999,1.6073E+16
TGO,2000,1.69562E+16
TGO,2001,1.96004E+16
TGO,2002,2.13529E+16
TGO,2003,2.31001E+15
TGO,2004,2.48445E+16
TGO,2005,2.65883E+16
TGO,2006,2.79E+16
TGO,2007,3.00843E+16
TGO,2008,3.18417E+16
TGO,2009,3.36091E+16
TGO,2010,3.07917E+16
TGO,2011,3.97E+15
TGO,2012,3.89981E+15
TGO,2013,4.08314E+15
TGO,2014,4.57E+15
TGO,2015,4.46476E+15
TGO,2016,4.6765E+16
TGO,2017,48
TGO,2018,50
TGO,2019,5.23631E+15
TGO,2020,5.39974E+16
TON,1994,80
TON,1995,8.17885E+14
TON,1996,8.25544E+15
TON,1997,8.33169E+15
TON,1998,8.40753E+15
TON,1999,8.48288E+15
TON,2000,8.55786E+15
TON,2001,8.62936E+15
TON,2002,8.7001E+15
TON,2003,8.77032E+15
TON,2004,8.84025E+15
TON,2005,8.91013E+15
TON,2006,9.23E+15
TON,2007,9.0507E+15
TON,2008,9.12194E+15
TON,2009,9.19417E+14
TON,2010,9.26767E+15
TON,2011,9.21755E+15
TON,2012,9.28E+15
TON,2013,9.49837E+14
TON,2014,9.57897E+15
TON,2015,100
TON,2016,9.702E+14
TON,2017,9.83616E+13
TON,2018,9.91326E+13
TON,2019,9.84E+14
TON,2020,100
TTO,2000,9.129E+15
TTO,2001,9.6932E+15
TTO,2002,9.71231E+14
TTO,2003,9.7309E+15
TTO,2004,9.7492E+15
TTO,2005,9.76745E+15
TTO,2006,100
TTO,2007,100
TTO,2008,100
TTO,2009,99
TTO,2010,100
TTO,2011,100
TTO,2012,100
TTO,2013,100
TTO,2014,100
TTO,2015,100
TTO,2016,100
TTO,2017,100
TTO,2018,100
TTO,2019,100
TTO,2020,100
TUN,1994,8.68E+15
TUN,1995,8.87E+15
TUN,1996,9.04E+14
TUN,1997,92
TUN,1998,9.32E+15
TUN,1999,9.42E+15
TUN,2000,9.48E+15
TUN,2001,9.73E+15
TUN,2002,9.78E+15
TUN,2003,9.84E+14
TUN,2004,99
TUN,2005,9.93E+15
TUN,2006,9.94E+14
TUN,2007,9.94E+14
TUN,2008,9.94E+14
TUN,2009,995
TUN,2010,995
TUN,2011,995
TUN,2012,995
TUN,2013,9.97E+15
TUN,2014,9.98E+15
TUN,2015,9.99E+14
TUN,2016,100
TUN,2017,100
TUN,2018,9.98E+15
TUN,2019,100
TUN,2020,100
TUR,2000,100
TUR,2001,100
TUR,2002,100
TUR,2003,100
TUR,2004,9.9998E+15
TUR,2005,9.9987E+15
TUR,2006,9.99607E+15
TUR,2007,9.99232E+15
TUR,2008,99880859375
TUR,2009,9.98509E+15
TUR,2010,100
TUR,2011,100
TUR,2012,100
TUR,2013,100
TUR,2014,100
TUR,2015,100
TUR,2016,100
TUR,2017,100
TUR,2018,100
TUR,2019,100
TUR,2020,100
TKM,2000,9.96E+14
TKM,2001,9.97352E+15
TKM,2002,9.97192E+15
TKM,2003,9.9698E+15
TKM,2004,9.96739E+14
TKM,2005,9.96492E+15
TKM,2006,9.98413E+14
TKM,2007,9.96082E+15
TKM,2008,9.95971E+15
TKM,2009,9.95961E+15
TKM,2010,100
TKM,2011,9.98774E+15
TKM,2012,9.98958E+15
TKM,2013,9.99121E+15
TKM,2014,9.99351E+15
TKM,2015,100
TKM,2016,9.99899E+15
TKM,2017,9.99962E+15
TKM,2018,100
TKM,2019,9.99E+14
TKM,2020,100
TCA,1990,8.87E+15
TCA,1991,9.10539E+15
TCA,1992,9.14391E+15
TCA,1993,9.18236E+15
TCA,1994,9.22068E+15
TCA,1995,9.25879E+15
TCA,1996,9.29663E+15
TCA,1997,9.33414E+15
TCA,1998,9.37123E+15
TCA,1999,9.40784E+15
TCA,2000,9.56E+14
TCA,2001,9.48704E+13
TCA,2002,9.51637E+14
TCA,2003,9.54518E+15
TCA,2004,9.57371E+15
TCA,2005,9.60218E+15
TCA,2006,9.63083E+13
TCA,2007,9.65994E+15
TCA,2008,9.68978E+15
TCA,2009,100
TCA,2010,100
TCA,2011,100
TCA,2012,9.31E+14
TCA,2013,100
TCA,2014,100
TCA,2015,100
TCA,2016,100
TCA,2017,100
TCA,2018,100
TCA,2019,100
TCA,2020,9.94E+14
TUV,2000,9.46307E+15
TUV,2001,9.48358E+15
TUV,2002,9.46298E+14
TUV,2003,9.52257E+15
TUV,2004,9.54152E+14
TUV,2005,9.56041E+15
TUV,2006,9.57948E+15
TUV,2007,9.67E+15
TUV,2008,9.61927E+15
TUV,2009,9.64052E+14
TUV,2010,9.66303E+14
TUV,2011,9.68708E+14
TUV,2012,9.76718E+14
TUV,2013,9.74077E+15
TUV,2014,9.77039E+13
TUV,2015,9.80149E+15
TUV,2016,9.73E+15
TUV,2017,9.88538E+15
TUV,2018,9.90654E+15
TUV,2019,9.97E+15
TUV,2020,9.96892E+14
UGA,1991,5.6E+15
UGA,1994,5.33899E+15
UGA,1995,6.8E+15
UGA,1996,2.8111E+16
UGA,1997,3.94495E+16
UGA,1998,5.07471E+15
UGA,1999,6.19963E+15
UGA,2000,7.35113E+15
UGA,2001,8.6E+15
UGA,2002,7.8E+15
UGA,2003,1.05636E+16
UGA,2004,1.16255E+16
UGA,2005,8.9E+15
UGA,2006,9
UGA,2007,1.48178E+16
UGA,2008,1.58928E+16
UGA,2009,10
UGA,2010,1.21E+16
UGA,2011,1.46E+16
UGA,2012,2.03193E+16
UGA,2013,1.39E+16
UGA,2014,2.04E+16
UGA,2015,185
UGA,2016,2.67E+16
UGA,2017,3.25212E+15
UGA,2018,4.192E+15
UGA,2019,4.13E+15
UGA,2020,4.20744E+15
UKR,1990,100
UKR,1991,100
UKR,1992,100
UKR,1993,100
UKR,1994,100
UKR,1995,100
UKR,1996,100
UKR,1997,100
UKR,1998,100
UKR,1999,100
UKR,2000,100
UKR,2001,100
UKR,2002,100
UKR,2003,100
UKR,2004,100
UKR,2005,9.98856E+15
UKR,2006,100
UKR,2007,9.98E+15
UKR,2008,100
UKR,2009,100
UKR,2010,100
UKR,2011,100
UKR,2012,9.98675E+15
UKR,2013,100
UKR,2014,100
UKR,2015,100
UKR,2016,100
UKR,2017,100
UKR,2018,100
UKR,2019,100
UKR,2020,100
ARE,1990,100
ARE,1991,100
ARE,1992,100
ARE,1993,100
ARE,1994,100
ARE,1995,100
ARE,1996,100
ARE,1997,100
ARE,1998,100
ARE,1999,100
ARE,2000,100
ARE,2001,100
ARE,2002,100
ARE,2003,100
ARE,2004,100
ARE,2005,100
ARE,2006,100
ARE,2007,100
ARE,2008,100
ARE,2009,100
ARE,2010,100
ARE,2011,100
ARE,2012,100
ARE,2013,100
ARE,2014,100
ARE,2015,100
ARE,2016,100
ARE,2017,100
ARE,2018,100
ARE,2019,100
ARE,2020,100
GBR,1990,100
GBR,1991,100
GBR,1992,100
GBR,1993,100
GBR,1994,100
GBR,1995,100
GBR,1996,100
GBR,1997,100
GBR,1998,100
GBR,1999,100
GBR,2000,100
GBR,2001,100
GBR,2002,100
GBR,2003,100
GBR,2004,100
GBR,2005,100
GBR,2006,100
GBR,2007,100
GBR,2008,100
GBR,2009,100
GBR,2010,100
GBR,2011,100
GBR,2012,100
GBR,2013,100
GBR,2014,100
GBR,2015,100
GBR,2016,100
GBR,2017,100
GBR,2018,100
GBR,2019,100
GBR,2020,100
USA,1990,100
USA,1991,100
USA,1992,100
USA,1993,100
USA,1994,100
USA,1995,100
USA,1996,100
USA,1997,100
USA,1998,100
USA,1999,100
USA,2000,100
USA,2001,100
USA,2002,100
USA,2003,100
USA,2004,100
USA,2005,100
USA,2006,100
USA,2007,100
USA,2008,100
USA,2009,100
USA,2010,100
USA,2011,100
USA,2012,100
USA,2013,100
USA,2014,100
USA,2015,100
USA,2016,100
USA,2017,100
USA,2018,100
USA,2019,100
USA,2020,100
VIR,1990,100
VIR,1991,100
VIR,1992,100
VIR,1993,100
VIR,1994,100
VIR,1995,100
VIR,1996,100
VIR,1997,100
VIR,1998,100
VIR,1999,100
VIR,2000,100
VIR,2001,100
VIR,2002,100
VIR,2003,100
VIR,2004,100
VIR,2005,100
VIR,2006,100
VIR,2007,100
VIR,2008,100
VIR,2009,100
VIR,2010,100
VIR,2011,100
VIR,2012,100
VIR,2013,100
VIR,2014,100
VIR,2015,100
VIR,2016,100
VIR,2017,100
VIR,2018,100
VIR,2019,100
VIR,2020,100
,2000,9.56282E+15
,2001,9.61128E+15
,2002,9.64866E+15
,2003,9.67097E+14
,2004,9.69565E+15
,2005,9.72065E+14
,2006,9.76267E+15
,2007,9.76805E+15
,2008,9.79847E+15
,2009,9.82656E+15
,2010,9.86881E+15
,2011,9.88337E+15
,2012,9.90185E+14
,2013,9.90833E+15
,2014,9.91237E+15
,2015,9.8898E+15
,2016,9.91771E+15
,2017,9.92658E+15
,2018,9.92381E+15
,2019,9.93115E+15
,2020,9.93761E+15
URY,1992,9.61823E+15
URY,1993,9.63631E+14
URY,1994,9.65424E+15
URY,1995,9.67198E+15
URY,1996,9.59E+14
URY,1997,9.70657E+14
URY,1998,9.72328E+15
URY,1999,9.73951E+15
URY,2000,9.76769E+15
URY,2001,9.77854E+15
URY,2002,9.78863E+14
URY,2003,9.7982E+15
URY,2004,9.80749E+15
URY,2005,9.81671E+15
URY,2006,9.85054E+15
URY,2007,9.86926E+15
URY,2008,9.87844E+15
URY,2009,9.91E+14
URY,2010,9.93E+15
URY,2011,9.917E+15
URY,2012,9.96E+14
URY,2013,9.96118E+15
URY,2014,9.96571E+14
URY,2015,9.97095E+15
URY,2016,9.97E+15
URY,2017,9.98E+15
URY,2018,9.98E+15
URY,2019,9.99E+14
URY,2020,100
UZB,1996,9.96E+14
UZB,1997,9.93797E+15
UZB,1998,9.94493E+15
UZB,1999,9.95141E+15
UZB,2000,9.95933E+15
UZB,2001,9.96301E+14
UZB,2002,9.97E+15
UZB,2003,9.96834E+15
UZB,2004,9.97045E+15
UZB,2005,9.97251E+15
UZB,2006,9.94901E+15
UZB,2007,9.97745E+14
UZB,2008,9.98087E+15
UZB,2009,9.98529E+14
UZB,2010,9.99129E+15
UZB,2011,9.99614E+15
UZB,2012,9.99898E+15
UZB,2013,9.99989E+15
UZB,2014,100
UZB,2015,100
UZB,2016,100
UZB,2017,100
UZB,2018,100
UZB,2019,100
UZB,2020,100
VUT,1994,18
VUT,1995,1.29416E+16
VUT,1996,1.47924E+15
VUT,1997,1.66397E+16
VUT,1998,1.84829E+15
VUT,1999,1.91E+16
VUT,2000,2.21431E+15
VUT,2001,2.39439E+16
VUT,2002,2.57371E+16
VUT,2003,2.75251E+15
VUT,2004,2.93102E+14
VUT,2005,3.10947E+15
VUT,2006,2.644E+16
VUT,2007,3.36246E+15
VUT,2008,3.64703E+15
VUT,2009,3.32911E+16
VUT,2010,4.41E+16
VUT,2011,4.19353E+15
VUT,2012,4.37895E+16
VUT,2013,3.17E+16
VUT,2014,4.90574E+15
VUT,2015,5.22051E+16
VUT,2016,5.782E+15
VUT,2017,6.28E+15
VUT,2018,6.17545E+16
VUT,2019,6.45902E+14
VUT,2020,6.73333E+15
VEN,1992,9.78202E+15
VEN,1993,9.82395E+15
VEN,1994,9.83233E+15
VEN,1995,99
VEN,1996,9.84841E+13
VEN,1997,9.87E+15
VEN,1998,9.84E+14
VEN,1999,9.89E+14
VEN,2000,9.89E+14
VEN,2001,9.99E+14
VEN,2002,9.98E+15
VEN,2003,9.57E+15
VEN,2004,9.91E+14
VEN,2005,9.88562E+15
VEN,2006,9.93E+15
VEN,2007,9.88882E+15
VEN,2008,9.89137E+14
VEN,2009,9.89491E+15
VEN,2010,9.90549E+15
VEN,2011,9.884E+15
VEN,2012,9.92081E+15
VEN,2013,9.92572E+15
VEN,2014,100
VEN,2015,100
VEN,2016,9.94E+14
VEN,2017,9.92E+15
VEN,2018,9.99112E+15
VEN,2019,9.99768E+15
VEN,2020,100
VNM,1997,7.84E+14
VNM,1998,8.6176E+15
VNM,1999,8.69944E+15
VNM,2000,8.78284E+15
VNM,2001,8.86075E+15
VNM,2002,8.91E+14
VNM,2003,9.01452E+15
VNM,2004,9.09085E+14
VNM,2005,9.61E+14
VNM,2006,96
VNM,2007,9.32053E+15
VNM,2008,9.39817E+14
VNM,2009,9.61E+14
VNM,2010,9.743E+15
VNM,2011,99
VNM,2012,9.789E+15
VNM,2013,9.8555E+15
VNM,2014,9.92E+15
VNM,2015,9.98213E+15
VNM,2016,9.92E+15
VNM,2017,100
VNM,2018,100
VNM,2019,9.94E+14
VNM,2020,100
OWID_WRL,1998,7.34065E+15
OWID_WRL,1999,7.47085E+14
OWID_WRL,2000,7.8224E+15
OWID_WRL,2001,7.78749E+15
OWID_WRL,2002,7.93366E+15
OWID_WRL,2003,7.99348E+15
OWID_WRL,2004,8.01517E+15
OWID_WRL,2005,8.0648E+15
OWID_WRL,2006,8.13563E+15
OWID_WRL,2007,8.18476E+15
OWID_WRL,2008,8.24762E+15
OWID_WRL,2009,8.2849E+15
OWID_WRL,2010,8.32225E+15
OWID_WRL,2011,8.21666E+15
OWID_WRL,2012,8.47407E+15
OWID_WRL,2013,8.52404E+15
OWID_WRL,2014,8.56483E+15
OWID_WRL,2015,8.66195E+15
OWID_WRL,2016,8.76968E+15
OWID_WRL,2017,8.85938E+15
OWID_WRL,2018,8.95661E+14
OWID_WRL,2019,9.00113E+15
OWID_WRL,2020,9.0521E+15
YEM,1992,4.41E+16
YEM,1993,4.07747E+16
YEM,1994,4.19851E+15
YEM,1995,4.31935E+16
YEM,1996,4.43992E+13
YEM,1997,4.26E+16
YEM,1998,4.67996E+15
YEM,1999,4.79929E+15
YEM,2000,4.91873E+13
YEM,2001,5.03412E+15
YEM,2002,5.14876E+15
YEM,2003,5.26288E+15
YEM,2004,4.959E+15
YEM,2005,5.49048E+15
YEM,2006,5.58003E+15
YEM,2007,5.71886E+16
YEM,2008,5.83399E+15
YEM,2009,5.95012E+15
YEM,2010,6.06752E+16
YEM,2011,6.18645E+16
YEM,2012,5.241E+15
YEM,2013,7.56E+14
YEM,2014,6.61E+14
YEM,2015,6.73109E+15
YEM,2016,6.88595E+15
YEM,2017,7.92E+15
YEM,2018,62
YEM,2019,7.27511E+14
YEM,2020,7.37579E+15
ZMB,1990,1.39E+16
ZMB,1991,1.27527E+16
ZMB,1992,1.92E+16
ZMB,1993,1.42132E+16
ZMB,1994,1.49418E+15
ZMB,1995,1.56683E+16
ZMB,1996,1.73E+16
ZMB,1997,1.71125E+16
ZMB,1998,19
ZMB,1999,1.85402E+16
ZMB,2000,1.67E+16
ZMB,2001,2.01724E+16
ZMB,2002,1.74E+16
ZMB,2003,185
ZMB,2004,2.03E+16
ZMB,2005,2.33213E+16
ZMB,2006,2.41073E+16
